run,strategy,final_pooled_balanced_accuracy,final_mean_per_task_balanced_accuracy,final_test_evasion_rate,avg_poison_rate_achieved
madar_active1,madar_er_kd_si_plus_unlearning,0.8788764882404712,0.8496259496890589,1.0,0.2701497377924557
madar_active2,madar_er_kd_si_plus_unlearning,0.8784157473950904,0.8521278843731522,1.0,0.26214299186730283
