run,strategy,final_pooled_balanced_accuracy,final_mean_per_task_balanced_accuracy,final_test_evasion_rate,avg_poison_rate_achieved
madar1,madar_er_kd_si,0.8518925592486907,0.8431699128939792,1.0,0.12961353453550079
madar2,madar_er_kd_si,0.8826109103486797,0.8641455762467993,1.0,0.12961353453550079
madar3,madar_er_kd_si,0.8359363479392419,0.8211051040512117,1.0,0.12961353453550079
madar4,madar_er_kd_si,0.8887283352368558,0.8680256528963592,1.0,0.17453494752154786
