run,strategy,final_pooled_balanced_accuracy,final_mean_per_task_balanced_accuracy,final_test_evasion_rate,avg_poison_rate_achieved
madar_10task_run,madar_er_kd_si,0.8501304401444858,0.8280536207068492,1.0,0.2701497377924557
madar_u_uncertainty_refill,madar_er_kd_si_plus_unlearning,0.7670320854184316,0.7542890894957853,1.0,0.2701497377924557
