run,strategy,final_pooled_balanced_accuracy,final_mean_per_task_balanced_accuracy,final_test_evasion_rate,avg_poison_rate_achieved
madar_active1,madar_er_kd_si_plus_unlearning,0.8788764882404712,0.8496259496890589,1.0,0.2701497377924557
madar6,madar_er_kd_si,0.8780675536034308,0.8657288010344676,1.0,0.2701497377924557
