run,strategy,final_pooled_balanced_accuracy,final_mean_per_task_balanced_accuracy,final_test_evasion_rate,avg_poison_rate_achieved
madar_u_dual_agent,madar_er_kd_si_plus_unlearning,0.8648466168471418,0.8433952338629698,1.0,0.2701497377924557
madar_dual_agent1,madar_er_kd_si,0.870484877502606,0.8514636397112998,1.0,0.2701497377924557
