run,strategy,final_pooled_balanced_accuracy,final_mean_per_task_balanced_accuracy,final_test_evasion_rate,avg_poison_rate_achieved
joint1,joint_full_retrain,0.99848997514971,0.9900812243436412,1.0,0.12961353453550079
joint2,joint_full_retrain,0.9983047968229815,0.9897776149285198,1.0,0.17453494752154786
