boundary,buffer_n,next_poison_n,centroid_dist,buffer_spread,next_poison_spread,separation_ratio
0->1,400,1155,3.060596466064453,0.2071293294429779,2.820789098739624,2.021584490241017
1->2,400,1706,3.2298200130462646,3.8346712589263916,0.5594057440757751,1.4700789316343585
2->3,400,21,2.847956657409668,4.02347993850708,0.12556178867816925,1.3728262305724024
3->4,400,2563,2.941358804702759,4.0503129959106445,0.8187055587768555,1.2081937136473035
