# step, elapsed_sec, agent_ids, cosine_matrix_flat_rowmajor
118,214.056999,['1_train', '1_test'],[1.0, 0.009012014605104923, 0.009012014605104923, 0.9999999403953552]
119,214.147175,['1_train', '1_test'],[1.0, 0.010592324659228325, 0.010592324659228325, 0.9999998807907104]
120,214.276840,['1_train', '1_test'],[1.0, 0.01136657316237688, 0.01136657316237688, 1.000000238418579]
121,214.363676,['1_train', '1_test'],[1.0, 0.011510919779539108, 0.011510919779539108, 1.0000001192092896]
122,214.407947,['1_train', '1_test'],[1.0, 0.011330879293382168, 0.011330879293382168, 1.0]
123,214.450989,['1_train', '1_test'],[1.0, 0.009984269738197327, 0.009984269738197327, 1.0]
124,214.490796,['1_train', '1_test'],[1.0, 0.010423198342323303, 0.010423198342323303, 1.0]
125,214.534256,['1_train', '1_test'],[1.0, 0.008861175738275051, 0.008861175738275051, 1.0]
126,214.577698,['1_train', '1_test'],[1.0, 0.008429049514234066, 0.008429049514234066, 0.9999999403953552]
127,214.621114,['1_train', '1_test'],[1.0, 0.00865032710134983, 0.00865032710134983, 1.0]
128,214.664540,['1_train', '1_test'],[1.0, 0.006172118242830038, 0.006172118242830038, 1.0000001192092896]
129,214.707646,['1_train', '1_test'],[1.0, 0.006607612129300833, 0.006607612129300833, 1.0]
130,214.750915,['1_train', '1_test'],[1.0, 0.004942623432725668, 0.004942623432725668, 1.000000238418579]
131,214.794363,['1_train', '1_test'],[1.0, 0.0041311755776405334, 0.0041311755776405334, 0.9999998807907104]
132,214.842197,['1_train', '1_test'],[1.0, 0.0019454504363238811, 0.0019454504363238811, 1.0]
133,214.887911,['1_train', '1_test'],[1.0, 0.0018569761887192726, 0.0018569761887192726, 1.0]
134,214.932269,['1_train', '1_test'],[1.0, 0.0002599605359137058, 0.0002599605359137058, 1.000000238418579]
135,214.976694,['1_train', '1_test'],[1.0, 3.513507544994354e-05, 3.513507544994354e-05, 1.0000001192092896]
136,215.019863,['1_train', '1_test'],[1.0, -0.0007102275267243385, -0.0007102275267243385, 1.0000001192092896]
137,215.063531,['1_train', '1_test'],[1.0, -0.0018090852536261082, -0.0018090852536261082, 1.0]
138,215.106100,['1_train', '1_test'],[1.0, -0.002961031161248684, -0.002961031161248684, 1.0]
139,215.149762,['1_train', '1_test'],[1.0, -0.00405492540448904, -0.00405492540448904, 1.0000001192092896]
140,215.193767,['1_train', '1_test'],[1.0, -0.0019223900744691491, -0.0019223900744691491, 0.9999998211860657]
141,215.280658,['1_train', '1_test'],[1.0, -0.0032564594876021147, -0.0032564594876021147, 1.000000238418579]
142,215.321046,['1_train', '1_test'],[1.0, -0.004890081472694874, -0.004890081472694874, 1.000000238418579]
143,215.362526,['1_train', '1_test'],[1.0, -0.007139707449823618, -0.007139707449823618, 1.0000001192092896]
144,215.448762,['1_train', '1_test'],[1.0, -0.006515101063996553, -0.006515101063996553, 1.0000001192092896]
145,215.492636,['1_train', '1_test'],[1.0, -0.0077629173174500465, -0.0077629173174500465, 1.0]
146,215.536701,['1_train', '1_test'],[1.0, -0.008126928471028805, -0.008126928471028805, 1.000000238418579]
147,215.579986,['1_train', '1_test'],[1.0, -0.007659244351089001, -0.007659244351089001, 0.9999998807907104]
148,215.623914,['1_train', '1_test'],[1.0, -0.007266498636454344, -0.007266498636454344, 0.9999997019767761]
149,215.669565,['1_train', '1_test'],[1.0, -0.007329153828322887, -0.007329153828322887, 1.0]
150,215.715250,['1_train', '1_test'],[1.0, -0.00882001779973507, -0.00882001779973507, 1.0]
151,215.760015,['1_train', '1_test'],[1.0, -0.009051940403878689, -0.009051940403878689, 1.000000238418579]
152,215.805049,['1_train', '1_test'],[1.0, -0.007295622956007719, -0.007295622956007719, 0.9999999403953552]
153,215.850436,['1_train', '1_test'],[1.0, -0.008080510422587395, -0.008080510422587395, 1.0]
154,215.894987,['1_train', '1_test'],[1.0, -0.0075448788702487946, -0.0075448788702487946, 0.9999997615814209]
155,215.937760,['1_train', '1_test'],[1.0, -0.006985357962548733, -0.006985357962548733, 0.9999999403953552]
156,215.981375,['1_train', '1_test'],[1.0, -0.006874603684991598, -0.006874603684991598, 1.0]
157,216.068100,['1_train', '1_test'],[1.0, -0.0056526754051446915, -0.0056526754051446915, 1.000000238418579]
158,216.111308,['1_train', '1_test'],[1.0, -0.006265024654567242, -0.006265024654567242, 1.0]
159,216.155301,['1_train', '1_test'],[1.0, -0.006746220402419567, -0.006746220402419567, 1.0]
160,216.199637,['1_train', '1_test'],[1.0, -0.006408572196960449, -0.006408572196960449, 0.9999998807907104]
161,216.243252,['1_train', '1_test'],[1.0, -0.0059334272518754005, -0.0059334272518754005, 1.0000001192092896]
162,216.285160,['1_train', '1_test'],[1.0, -0.005432815290987492, -0.005432815290987492, 1.0000001192092896]
163,216.368412,['1_train', '1_test'],[1.0, -0.0045942156575620174, -0.0045942156575620174, 0.9999999403953552]
