# step, elapsed_sec, agent_ids, cosine_matrix_flat_rowmajor
236,181.005878,['1_train', '1_test'],[1.0, 0.03547041863203049, 0.03547041863203049, 1.0000001192092896]
237,181.053537,['1_train', '1_test'],[1.0, 0.03532612323760986, 0.03532612323760986, 0.9999997615814209]
238,181.102222,['1_train', '1_test'],[1.0, 0.03512577712535858, 0.03512577712535858, 1.0]
239,181.151821,['1_train', '1_test'],[1.0, 0.03517035394906998, 0.03517035394906998, 1.000000238418579]
240,181.248850,['1_train', '1_test'],[1.0, 0.034925103187561035, 0.034925103187561035, 1.0000001192092896]
241,181.297197,['1_train', '1_test'],[1.0, 0.03325831517577171, 0.03325831517577171, 1.0000001192092896]
242,181.345383,['1_train', '1_test'],[1.0, 0.03266926109790802, 0.03266926109790802, 1.0000001192092896]
243,181.393291,['1_train', '1_test'],[1.0, 0.033844947814941406, 0.033844947814941406, 0.9999998807907104]
244,181.441376,['1_train', '1_test'],[1.0, 0.030419422313570976, 0.030419422313570976, 1.0]
245,181.490488,['1_train', '1_test'],[1.0, 0.029040813446044922, 0.029040813446044922, 0.9999998211860657]
246,181.585914,['1_train', '1_test'],[1.0, 0.0264356080442667, 0.0264356080442667, 1.0]
247,181.634197,['1_train', '1_test'],[1.0, 0.024768516421318054, 0.024768516421318054, 1.0000001192092896]
248,181.682348,['1_train', '1_test'],[1.0, 0.0242120623588562, 0.0242120623588562, 1.000000238418579]
249,181.730454,['1_train', '1_test'],[1.0, 0.022033916786313057, 0.022033916786313057, 1.0]
250,181.779001,['1_train', '1_test'],[1.0, 0.021239779889583588, 0.021239779889583588, 0.9999999403953552]
251,181.826224,['1_train', '1_test'],[1.0, 0.021542713046073914, 0.021542713046073914, 1.0]
252,181.873838,['1_train', '1_test'],[1.0, 0.019501300528645515, 0.019501300528645515, 0.9999999403953552]
253,181.922025,['1_train', '1_test'],[1.0, 0.01879356987774372, 0.01879356987774372, 1.000000238418579]
254,181.970561,['1_train', '1_test'],[1.0, 0.017838560044765472, 0.017838560044765472, 0.9999997615814209]
255,182.017911,['1_train', '1_test'],[1.0, 0.01545687671750784, 0.01545687671750784, 1.0]
256,182.065921,['1_train', '1_test'],[1.0, 0.01548125222325325, 0.01548125222325325, 1.0]
257,182.114367,['1_train', '1_test'],[1.0, 0.014836529269814491, 0.014836529269814491, 1.0]
258,182.162939,['1_train', '1_test'],[1.0, 0.010866330936551094, 0.010866330936551094, 1.000000238418579]
259,182.211870,['1_train', '1_test'],[1.0, 0.009959672577679157, 0.009959672577679157, 1.0]
260,182.258617,['1_train', '1_test'],[1.0, 0.011168807744979858, 0.011168807744979858, 1.0]
